"word1","word2","freq"
"public","drunkenness",3
"public","information",3
"public","record",3
"public","records",3
"public","sector",3
"public","works",3
"published","recipe",3
"pulled","together",3
"purely","based",3
"put","another",3
"put","feet",3
"put","front",3
"put","good",3
"put","much",3
"put","name",3
"put","us",3
"put","whole",3
"put","words",3
"put","work",3
"quarter","-",3
"quarter","mile",3
"quarterback","matt",3
"question","mark",3
"questions","one",3
"questions","whether",3
"questions","will",3
"quick","point",3
"quick","quick",3
"quickly","becoming",3
"quite","like",3
"quite","people",3
"quite","well",3
"quoted","saying",3
"r","b",3
"r","r",3
"race","due",3
"race","said",3
"race","want",3
"race","will",3
"rafael","furcal",3
"rain","falls",3
"rainy","day",3
"rainy","days",3
"raise","taxes",3
"raising","taxes",3
"ralph","waldo",3
"rams","park",3
"range","rover",3
"rank","among",3
"ranked","class",3
"rate","-year",3
"rate","increases",3
"rather","large",3
"rather","see",3
"rd","birthday",3
"rd","grade",3
"rd","th",3
"reach","full",3
"read","aloud",3
"read","good",3
"read","last",3
"read","new",3
"read","read",3
"read","somewhere",3
"read","write",3
"readers","will",3
"readily","available",3
"reading","blog",3
"reading","books",3
"reading","first",3
"ready","baseball",3
"ready","get",3
"ready","good",3
"ready","play",3
"real","good",3
"real","housewives",3
"real","issue",3
"real","like",3
"real","people",3
"real","thing",3
"reality","show",3
"reality","tv",3
"realize","important",3
"realize","much",3
"realize","time",3
"realize","will",3
"realized","much",3
"realized","wanted",3
"really","cool",3
"really","enjoyed",3
"really","getting",3
"really","going",3
"really","happening",3
"really","hot",3
"really","isnt",3
"really","knew",3
"really","look",3
"really","made",3
"really","make",3
"really","mean",3
"really","put",3
"really","still",3
"really","strange",3
"really","sweet",3
"really","taken",3
"really","tell",3
"really","understand",3
"really","wanna",3
"really","wants",3
"really","work",3
"reap","benefits",3
"reason","believe",3
"reason","cant",3
"reason","think",3
"reasons","love",3
"reasons","people",3
"receive","free",3
"received","threats",3
"receiving","corps",3
"recent","news",3
"recent","study",3
"recent","trip",3
"recently","completed",3
"recently","published",3
"recipe","calls",3
"recipe","can",3
"record","pp",3
"record","vol",3
"recreation","department",3
"red","shoes",3
"redevelopment","agency",3
"reform","bill",3
"reform","law",3
"refused","let",3
"registered","voters",3
"registration","required",3
"regular","sockets",3
"relationships","can",3
"relatively","short",3
"relatively","simple",3
"relief","wasnt",3
"religious","beliefs",3
"religious","studies",3
"remained","constant",3
"remember","can",3
"remember","days",3
"remember","first",3
"remember","much",3
"remember","said",3
"remember","seeing",3
"repertory","theatre",3
"report","also",3
"report","card",3
"republicans","democrats",3
"research","development",3
"research","firm",3
"research","found",3
"research","shows",3
"reservations","required",3
"resident","said",3
"residents","said",3
"rest","time",3
"rest","way",3
"restaurant","will",3
"results","will",3
"retirement","age",3
"returning","home",3
"reviews","book",3
"rice","pudding",3
"rick","snyder",3
"right","alley",3
"right","corner",3
"right","day",3
"right","face",3
"right","haha",3
"right","just",3
"right","left",3
"right","make",3
"right","need",3
"right","oh",3
"right","past",3
"right","person",3
"right","road",3
"right","said",3
"right","tackle",3
"right","think",3
"right","well",3
"right","women",3
"right","word",3
"rights","act",3
"rio","rancho",3
"risk","developing",3
"river","basin",3
"robinson","said",3
"rock","bottom",3
"rock","hard",3
"rock","musician",3
"rock","show",3
"rock","shows",3
"rocket","science",3
"rocky","mountain",3
"roger","goodell",3
"role","model",3
"role","models",3
"roll","back",3
"roll","please",3
"roller","coaster",3
"romans","-",3
"romantic","comedies",3
"romney","said",3
"room","every",3
"room","house",3
"room","last",3
"room","one",3
"room","table",3
"rouches","said",3
"rough","time",3
"roughly","per",3
"roughly","percent",3
"round","th",3
"round","third",3
"round","trip",3
"rt","can",3
"rt","follow",3
"rt","going",3
"rt","need",3
"rt","please",3
"rt","theres",3
"rt","today",3
"rt","want",3
"rubber","spatula",3
"run","ball",3
"run","can",3
"run","now",3
"running","away",3
"running","late",3
"running","marathon",3
"runs","two",3
"ryan","braun",3
"ryan","reynolds",3
"s","now",3
"s","th",3
"sacramento","river",3
"sad","know",3
"safe","travels",3
"said","-year-old",3
"said","able",3
"said","according",3
"said","almost",3
"said","another",3
"said","asked",3
"said","believe",3
"said","brother",3
"said","christie",3
"said","concerned",3
"said","conference",3
"said","continue",3
"said","couldnt",3
"said","course",3
"said","dan",3
"said","davis",3
"said","debate",3
"said","district",3
"said","end",3
"said","especially",3
"said","every",3
"said","far",3
"said","felt",3
"said","goodbye",3
"said","heaphy",3
"said","heard",3
"said","hopefully",3
"said","hopes",3
"said","houston",3
"said","investigation",3
"said","jerry",3
"said","ken",3
"said","kind",3
"said","knew",3
"said","learned",3
"said","least",3
"said","looked",3
"said","lt",3
"said","made",3
"said","major",3
"said","maybe",3
"said","might",3
"said","must",3
"said","need",3
"said","oh",3
"said","old",3
"said","peter",3
"said","play",3
"said","point",3
"said","police",3
"said","president",3
"said","q",3
"said","quickly",3
"said","ready",3
"said","rep",3
"said","right",3
"said","saw",3
"said","spoke",3
"said","stepped",3
"said","surprised",3
"said","things",3
"said","tim",3
"said","trying",3
"said","uhe",3
"said","ui",3
"said","way",3
"said","week",3
"said","werent",3
"said","without",3
"said","youve",3
"salary","spiking",3
"sale","-",3
"salem","county",3
"sales","prices",3
"salt","sugar",3
"salt","water",3
"salvation","army",3
"san","diegos",3
"san","luis",3
"santa","fe",3
"sat","back",3
"sat","next",3
"saturday","afternoon",3
"saturday","nights",3
"sauce","add",3
"saucepan","add",3
"saute","pan",3
"save","many",3
"saw","people",3
"sax","said",3
"say","also",3
"say","huge",3
"say","just",3
"say","live",3
"say","lot",3
"say","need",3
"say","new",3
"say","probably",3
"say","sorry",3
"say","theres",3
"say","want",3
"say","well",3
"say","wish",3
"saying","never",3
"says","best",3
"says","can",3
"says","happy",3
"says","lot",3
"says","phone",3
"says","wanted",3
"says","will",3
"scale","spending",3
"scalloped","circle",3
"scarlet","fever",3
"scheduled","open",3
"scheduled","start",3
"school","boards",3
"school","day",3
"school","doesnt",3
"school","high",3
"school","just",3
"school","last",3
"school","reform",3
"school","said",3
"school","sports",3
"school","student",3
"school","system",3
"school","teacher",3
"school","thought",3
"schools","facebook",3
"schools","new",3
"score","one",3
"score","points",3
"scored","two",3
"scott","fujita",3
"scott","walker",3
"scrambled","eggs",3
"scratch","surface",3
"seam","weld",3
"seaside","resort",3
"season","long",3
"second","annual",3
"second","base",3
"second","class",3
"second","goal",3
"second","grade",3
"second","husband",3
"second","set",3
"second","straight",3
"second","successive",3
"second","third",3
"security","council",3
"see","another",3
"see","beautiful",3
"see","clearly",3
"see","creations",3
"see","find",3
"see","goes",3
"see","good",3
"see","guy",3
"see","kind",3
"see","last",3
"see","live",3
"see","movies",3
"see","nice",3
"see","police",3
"see","similar",3
"see","someone",3
"see","something",3
"see","thanks",3
"see","tv",3
"see","tweet",3
"see","way",3
"see","youre",3
"see","youve",3
"seeing","first",3
"seem","get",3
"seems","much",3
"seems","odd",3
"seen","come",3
"seen","two",3
"seen","wearing",3
"seen","work",3
"seen","yet",3
"self-guided","tour",3
"senate","bill",3
"send","email",3
"send","us",3
"senior","bowl",3
"senior","official",3
"sense","entitlement",3
"senses","deceive",3
"sent","back",3
"sent","home",3
"sentenced","four",3
"september","th",3
"series","see",3
"series","three",3
"seriously","cant",3
"seriously","injured",3
"service","dog",3
"service","providers",3
"service","said",3
"service","will",3
"services","also",3
"services","committee",3
"services","will",3
"set","bar",3
"set","bond",3
"set","can",3
"set","first",3
"set","forth",3
"set","hope",3
"set","made",3
"set","new",3
"settle","per",3
"seven","days",3
"seven","games",3
"seven","months",3
"seven","people",3
"several","days",3
"several","events",3
"several","hundred",3
"several","million",3
"several","occasions",3
"several","states",3
"several","varieties",3
"shall","come",3
"shall","see",3
"share","common",3
"share","us",3
"shed","light",3
"shes","cute",3
"shes","fine",3
"shes","going",3
"shes","good",3
"shes","just",3
"shes","now",3
"shes","quite",3
"shopping","cart",3
"short","answer",3
"short","fiction",3
"short","run",3
"short","weeks",3
"show","can",3
"show","going",3
"show","new",3
"show","see",3
"show","something",3
"show","support",3
"show","us",3
"showed","us",3
"shows","couple",3
"shows","new",3
"shows","will",3
"shutter","speed",3
"side","chest",3
"side","city",3
"side","dont",3
"side","foot",3
"side","issue",3
"side","right",3
"side","table",3
"sigh","relief",3
"significant","amount",3
"similar","demographics",3
"similar","move",3
"simple","make",3
"simply","put",3
"simply","said",3
"since","according",3
"since","august",3
"since","day",3
"since","december",3
"since","didnt",3
"since","go",3
"since","hes",3
"since","october",3
"since","s",3
"since","september",3
"since","taking",3
"since","weve",3
"singing","songs",3
"single","mother",3
"single","time",3
"sister","one",3
"sit","outside",3
"sit","well",3
"sitting","room",3
"situation","know",3
"six","hours",3
"six","seasons",3
"sk","open",3
"skill","set",3
"skinny","jeans",3
"slavic","branch",3
"slavic","village",3
"sleep","bed",3
"sleep","last",3
"slightly","better",3
"slightly","less",3
"slipped","usd",3
"small","children",3
"small","companies",3
"small","enough",3
"small","groups",3
"small","increase",3
"small","ones",3
"small","part",3
"small","pieces",3
"small","saucepan",3
"small","things",3
"smart","enough",3
"smell","taste",3
"smelled","like",3
"smith","will",3
"snake","oil",3
"soccer","league",3
"social","economic",3
"social","network",3
"social","studies",3
"social","workers",3
"sodium","g",3
"solar","energy",3
"sold","million",3
"solid","two",3
"somebody","get",3
"someday","ill",3
"someone","gets",3
"someone","just",3
"someone","love",3
"someone","made",3
"someone","need",3
"someone","never",3
"someone","say",3
"someone","told",3
"something","anyway",3
"something","better",3
"something","fun",3
"something","interesting",3
"something","isnt",3
"something","last",3
"something","little",3
"something","look",3
"something","never",3
"something","quite",3
"something","right",3
"something","said",3
"something","say",3
"something","someone",3
"something","something",3
"something","sweet",3
"something","want",3
"sometime","soon",3
"sometimes","can",3
"sometimes","even",3
"sometimes","feel",3
"sometimes","less",3
"sometimes","life",3
"sometimes","really",3
"sometimes","think",3
"sometimes","want",3
"sometimes","wish",3
"somewhere","along",3
"somewhere","else",3
"somewhere","middle",3
"son","also",3
"son","former",3
"son","will",3
"song","hoom",3
"soon","became",3
"soon","can",3
"soon","going",3
"soon","time",3
"sorry","just",3
"sort","depends",3
"sort","way",3
"sought","refuge",3
"sound","good",3
"sounded","nothing",3
"south","armagh",3
"southern","end",3
"sp","index",3
"space","ch",3
"space","shuttle",3
"spaces","dc",3
"spagnuolo","said",3
"spare","time",3
"sparkling","wine",3
"speak","english",3
"special","assistant",3
"special","effects",3
"special","equipment",3
"special","interests",3
"special","person",3
"special","place",3
"spend","many",3
"spend","rest",3
"spending","lot",3
"spending","plan",3
"spent","last",3
"spent","many",3
"spent","money",3
"spent","weekends",3
"sporting","events",3
"sports","entertainment",3
"sprained","ankle",3
"spread","across",3
"sprint","cup",3
"spy","agency",3
"square","garden",3
"sr","-",3
"st","-",3
"st","georges",3
"st","jude",3
"st","louis-based",3
"st","st",3
"st","th",3
"staff","also",3
"staff","working",3
"stamford","house",3
"stand","minutes",3
"stand","tall",3
"standing","outside",3
"stanley","park",3
"star","wars",3
"start","career",3
"start","early",3
"start","fall",3
"start","finish",3
"start","getting",3
"start","looking",3
"start","making",3
"start","one",3
"start","playing",3
"start","saving",3
"start","talking",3
"start","think",3
"start","using",3
"started","feel",3
"started","games",3
"started","really",3
"started","thinking",3
"started","walking",3
"starting","new",3
"starting","pm",3
"starts","talking",3
"state","aid",3
"state","also",3
"state","college",3
"state","court",3
"state","game",3
"state","lawmakers",3
"state","legislators",3
"state","michigan",3
"state","new",3
"state","pension",3
"state","public",3
"state","still",3
"state","system",3
"state","tournament",3
"state","two",3
"state","union",3
"stated","goal",3
"statement","police",3
"statement","released",3
"staten","island",3
"states","america",3
"states","said",3
"stay","awake",3
"stay","true",3
"stem","cells",3
"stephen","sweeney",3
"steve","miller",3
"sticky","rice",3
"still","amazing",3
"still","attached",3
"still","doesnt",3
"still","early",3
"still","exist",3
"still","feeling",3
"still","hurting",3
"still","im",3
"still","like",3
"still","little",3
"still","long",3
"still","make",3
"still","making",3
"still","missing",3
"still","owes",3
"still","pretty",3
"still","see",3
"still","standing",3
"still","struggling",3
"still","talking",3
"still","things",3
"still","tired",3
"still","use",3
"still","want",3
"still","work",3
"stir","fry",3
"stock","awards",3
"stolen","april",3
"stones","throw",3
"stop","back",3
"stop","following",3
"stop","see",3
"stop","trying",3
"stop","watching",3
"stop","will",3
"store","bought",3
"story","along",3
"story","characters",3
"story","first",3
"story","life",3
"story","like",3
"story","now",3
"story","short",3
"story","two",3
"strange","thing",3
"street","got",3
"street","level",3
"street","police",3
"stuck","around",3
"stuck","head",3
"students","need",3
"students","parents",3
"studies","show",3
"studies","shown",3
"studies","teacher",3
"studies","will",3
"studio","album",3
"stuff","can",3
"stuff","good",3
"stuff","just",3
"stuff","look",3
"stuff","really",3
"stuff","will",3
"stuff","works",3
"subject","matter",3
"submitted","proposal",3
"subordinated","debt",3
"subsequent","application",3
"sugar","keep",3
"summer","fun",3
"summer","holidays",3
"summer","idea",3
"sun","wah",3
"sunday","evening",3
"sunday","new",3
"sunday","paper",3
"sunny","fields",3
"super","cute",3
"super","fun",3
"super","nice",3
"super","pac",3
"super","pacs",3
"support","dont",3
"support","event",3
"support","group",3
"support","network",3
"support","spx",3
"supposed","go",3
"sure","didnt",3
"sure","fun",3
"sure","get",3
"sure","going",3
"sure","good",3
"sure","got",3
"sure","great",3
"sure","like",3
"sure","look",3
"sure","want",3
"sure","youre",3
"surprised","see",3
"surveillance","video",3
"suspect","will",3
"suspended","license",3
"sustainable","agriculture",3
"sweeney","d-gloucester",3
"sweet","little",3
"sweet","tooth",3
"symphony","orchestra",3
"system","said",3
"systems","can",3
"tablespoon","flour",3
"tablespoon","olive",3
"tail","end",3
"take","break",3
"take","control",3
"take","couple",3
"take","first",3
"take","get",3
"take","good",3
"take","granted",3
"take","lead",3
"take","longer",3
"take","many",3
"take","matter",3
"take","minutes",3
"take","photos",3
"take","right",3
"take","risk",3
"take","second",3
"take","step",3
"take","want",3
"take","word",3
"taken","care",3
"taken","new",3
"taken","one",3
"takes","care",3
"taking","care",3
"taking","lessons",3
"taking","public",3
"talent","show",3
"talking","something",3
"tampering","evidence",3
"tartare","sauce",3
"taste","much",3
"tasted","good",3
"tasted","like",3
"tastes","like",3
"taught","english",3
"tax","code",3
"tax","exemptions",3
"tax","hike",3
"tax","money",3
"tax","rates",3
"tax","relief",3
"tax","revenue",3
"taxpayers","million",3
"taxpayers","money",3
"taxpayers","will",3
"taylor","swift",3
"teachers","will",3
"team","also",3
"team","can",3
"team","first",3
"team","going",3
"team","just",3
"team","love",3
"team","members",3
"team","needs",3
"team","president",3
"team","said",3
"team","since",3
"team","time",3
"team","usa",3
"teammate","joe",3
"teams","league",3
"teams","need",3
"teams","will",3
"tear","gas",3
"tears","eyes",3
"tech","companies",3
"teenage","girl",3
"television","program",3
"tell","friends",3
"tell","just",3
"tell","love",3
"tell","said",3
"tell","something",3
"tell","stop",3
"tell","think",3
"tell","u",3
"ten","minutes",3
"ten","pan",3
"tend","get",3
"term","ends",3
"term","momentum",3
"term","used",3
"terribly","important",3
"test","test",3
"testing","site",3
"text","messages",3
"th","april",3
"th","get",3
"th","victory",3
"thank","good",3
"thank","love",3
"thank","reading",3
"thank","thank",3
"thanks","another",3
"thanks","appreciate",3
"thanks","dude",3
"thanks","happy",3
"thanks","love",3
"thanks","man",3
"thanksgiving","dinner",3
"thats","another",3
"thats","awesome",3
"thats","crazy",3
"thats","first",3
"thats","got",3
"thats","hard",3
"thats","lie",3
"thats","made",3
"thats","mom",3
"thats","nice",3
"thats","number",3
"thats","point",3
"thats","probably",3
"thats","problem",3
"thats","say",3
"thats","think",3
"thats","want",3
"thats","wanted",3
"theres","already",3
"theres","even",3
"theres","good",3
"theres","little",3
"theres","people",3
"theres","right",3
"theyll","probably",3
"theyre","back",3
"theyre","ones",3
"theyre","still",3
"theyve","got",3
"theyve","seen",3
"thierry","henry",3
"thing","-",3
"thing","back",3
"thing","cant",3
"thing","clear",3
"thing","didnt",3
"thing","gets",3
"thing","going",3
"thing","just",3
"thing","learned",3
"thing","never",3
"thing","really",3
"thing","remained",3
"thing","said",3
"thing","seems",3
"thing","think",3
"thing","well",3
"thing","weve",3
"thing","will",3
"things","already",3
"things","always",3
"things","arent",3
"things","book",3
"things","called",3
"things","came",3
"things","changed",3
"things","good",3
"things","ill",3
"things","look",3
"things","love",3
"things","made",3
"things","many",3
"things","now",3
"things","possible",3
"things","says",3
"things","think",3
"things","us",3
"things","without",3
"think","believe",3
"think","big",3
"think","cant",3
"think","even",3
"think","ever",3
"think","fair",3
"think","first",3
"think","found",3
"think","getting",3
"think","kind",3
"think","least",3
"think","little",3
"think","make",3
"think","mother",3
"think","new",3
"think","perfect",3
"think","pretty",3
"think","really",3
"think","safe",3
"think","today",3
"think","twice",3
"think","used",3
"think","work",3
"think","worth",3
"think","wrong",3
"thinking","getting",3
"thinking","going",3
"thinking","might",3
"thinking","one",3
"third","baseman",3
"third","day",3
"third","party",3
"third","place",3
"third","sector",3
"third","year",3
"though","big",3
"though","hes",3
"though","isnt",3
"though","ive",3
"though","knew",3
"though","one",3
"though","said",3
"though","sometimes",3
"thought","best",3
"thought","couldnt",3
"thought","day",3
"thought","get",3
"thought","one",3
"thought","sure",3
"thought","theyd",3
"thoughts","prayers",3
"three","hits",3
"three","little",3
"three","miles",3
"three","people",3
"three","players",3
"three","seasons",3
"three","things",3
"three","types",3
"threw","ball",3
"threw","yards",3
"throughout","city",3
"throughout","country",3
"throughout","life",3
"throughout","novel",3
"throughout","year",3
"throw","away",3
"throws","curve",3
"thursday","afternoon",3
"thursday","april",3
"thx","follow",3
"ticket","sales",3
"tickets","will",3
"ticks","crude",3
"tim","tebow",3
"timbers","army",3
"time","ago",3
"time","another",3
"time","buy",3
"time","city",3
"time","decided",3
"time","didnt",3
"time","every",3
"time","family",3
"time","find",3
"time","haha",3
"time","hands",3
"time","head",3
"time","hear",3
"time","heres",3
"time","ill",3
"time","know",3
"time","leave",3
"time","look",3
"time","looking",3
"time","means",3
"time","move",3
"time","need",3
"time","next",3
"time","passed",3
"time","past",3
"time","pick",3
"time","reading",3
"time","right",3
"time","say",3
"time","school",3
"time","shes",3
"time","something",3
"time","soon",3
"time","spend",3
"time","takes",3
"time","talking",3
"time","thats",3
"time","theres",3
"time","theyre",3
"time","thought",3
"time","took",3
"time","town",3
"time","use",3
"time","warner",3
"time","watch",3
"time","well",3
"times","also",3
"times","better",3
"times","get",3
"times","hes",3
"times","likely",3
"times","week",3
"tiny","little",3
"tired","lol",3
"title","game",3
"title","will",3
"today","already",3
"today","ever",3
"today","feel",3
"today","get",3
"today","going",3
"today","got",3
"today","much",3
"today","national",3
"today","nice",3
"today","people",3
"today","still",3
"today","want",3
"today","went",3
"todays","card",3
"todays","chat",3
"todays","post",3
"together","great",3
"together","last",3
"together","thought",3
"told","daily",3
"told","id",3
"told","police",3
"told","put",3
"told","story",3
"tom","brady",3
"tomatillo","salsa",3
"tomato","sauce",3
"tommy","andy",3
"tomorrow","come",3
"tomorrow","just",3
"tonight","got",3
"tonight","im",3
"took","-",3
"took","advantage",3
"took","back",3
"took","bit",3
"took","day",3
"took","deep",3
"took","minutes",3
"took","one",3
"took","part",3
"took","shower",3
"took","three",3
"took","time",3
"took","us",3
"top","half",3
"top","percent",3
"top","picks",3
"top","spot",3
"top","week",3
"total","five",3
"total","time",3
"totally","forgot",3
"tough","time",3
"towards","becoming",3
"town","new",3
"towns","cities",3
"track","said",3
"trade","center",3
"trade","group",3
"traffic","enforcement",3
"traffic","signals",3
"trail","blazers",3
"training","camp",3
"training","equipment",3
"training","program",3
"transit","system",3
"trayvon","martin",3
"trees","flowers",3
"trees","planted",3
"trial","said",3
"tried","help",3
"tried","new",3
"tried","unsuccessfully",3
"triple","double",3
"true","believer",3
"true","can",3
"true","just",3
"true","life",3
"truly","appreciate",3
"try","least",3
"try","like",3
"try","one",3
"try","stay",3
"try","take",3
"trying","bring",3
"trying","create",3
"trying","prevent",3
"trying","stir",3
"trying","win",3
"tuesday","may",3
"tuesday","morning",3
"tuesday","said",3
"turn","back",3
"turn","heat",3
"turn","lights",3
"turn","onto",3
"turn","upside",3
"turned","one",3
"tv","can",3
"tv","guide",3
"tv","networks",3
"tv","set",3
"tv","sets",3
"tv","watching",3
"tweet","today",3
"twentieth","century",3
"twice","day",3
"twice","week",3
"twin","cities",3
"twitter","dont",3
"twitter","now",3
"two-run","single",3
"two","assists",3
"two","best",3
"two","bobbyjo",3
"two","brothers",3
"two","companies",3
"two","first",3
"two","hits",3
"two","little",3
"two","local",3
"two","major",3
"two","others",3
"two","parts",3
"two","questions",3
"two","separate",3
"two","sets",3
"two","sisters",3
"two","something",3
"two","songs",3
"two","teams",3
"two","weekends",3
"tyler","moore",3
"type","guy",3
"type","situation",3
"u","aint",3
"u","ar",3
"u","didnt",3
"u","follow",3
"u","found",3
"u","know",3
"u","lol",3
"u","rt",3
"u","say",3
"u","start",3
"u","thanks",3
"u","want",3
"u","x",3
"uh","oh",3
"um","yeah",3
"uncle","sam",3
"unconsidered","evidence",3
"undisclosed","amount",3
"undocumented","immigrants",3
"unfortunately","doesnt",3
"union","leader",3
"union","pacific",3
"university","alberta",3
"university","california",3
"university","missouri-st",3
"university","north",3
"university","press",3
"unless","one",3
"upcoming","season",3
"upper","deck",3
"upper","hand",3
"upset","told",3
"upstate","new",3
"ur","day",3
"urban","areas",3
"us","airways",3
"us","call",3
"us","chance",3
"us","children",3
"us","citizen",3
"us","citizens",3
"us","come",3
"us","constitution",3
"us","day",3
"us","embassy",3
"us","end",3
"us","feel",3
"us","focus",3
"us","food",3
"us","give",3
"us","go",3
"us","going",3
"us","good",3
"us","green",3
"us","happy",3
"us","im",3
"us","live",3
"us","next",3
"us","nothing",3
"us","officials",3
"us","part",3
"us","postal",3
"us","pretty",3
"us","say",3
"us","soon",3
"us","states",3
"us","three",3
"us","time",3
"us","walk",3
"us","week",3
"us","working",3
"us","yet",3
"usa","today",3
"use","another",3
"use","make",3
"use","many",3
"use","money",3
"use","new",3
"use","time",3
"use","word",3
"used","know",3
"used","like",3
"used","live",3
"used","lot",3
"used","money",3
"used","treat",3
"used","work",3
"using","method",3
"using","proper",3
"using","technology",3
"usually","good",3
"usually","see",3
"vacation","time",3
"vada","pav",3
"valued","million",3
"van","gogh",3
"vancouver","bc",3
"vancouver","canucks",3
"vanity","records",3
"variety","reasons",3
"various","ways",3
"vending","machine",3
"vending","machines",3
"via","twitter",3
"vice","versa",3
"victims","domestic",3
"video","cameras",3
"vietnam","war",3
"vikings","stadium",3
"virus","causes",3
"visit","city",3
"visitors","center",3
"voice","head",3
"vol","p",3
"voted","unanimously",3
"voted","yes",3
"votes","cast",3
"w","twitter",3
"wage","growth",3
"wait","hear",3
"waiting","list",3
"wake","feeling",3
"wake","middle",3
"waldo","emerson",3
"walk","across",3
"walk","along",3
"walked","home",3
"walking","away",3
"walking","distance",3
"walking","street",3
"walking","towards",3
"wall","isnt",3
"wanna","follow",3
"wanna","make",3
"want","add",3
"want","anything",3
"want","become",3
"want","better",3
"want","discuss",3
"want","done",3
"want","feel",3
"want","follow",3
"want","help",3
"want","hurt",3
"want","look",3
"want","miss",3
"want","part",3
"want","post",3
"want","put",3
"want","read",3
"want","send",3
"want","something",3
"want","stop",3
"want","support",3
"want","things",3
"want","time",3
"want","two",3
"want","write",3
"wanted","go",3
"wanted","help",3
"wanted","keep",3
"wanted","use",3
"wants","know",3
"wants","make",3
"wants","new",3
"wants","us",3
"war","one",3
"wardrobe","challenge",3
"warm","enough",3
"warped","tour",3
"warren","buffett",3
"wars","iraq",3
"wasnt","anything",3
"wasnt","going",3
"wasnt","long",3
"wasnt","much",3
"wasnt","year",3
"watch","just",3
"watch","movie",3
"watched","video",3
"watching","movies",3
"watching","videos",3
"water","hose",3
"water","lily",3
"water","one",3
"way","couldnt",3
"way","got",3
"way","house",3
"way","ive",3
"way","knowing",3
"way","let",3
"way","like",3
"way","long",3
"way","many",3
"way","may",3
"way","new",3
"way","past",3
"way","put",3
"way","remember",3
"way","school",3
"way","something",3
"way","things",3
"way","times",3
"way","trying",3
"way","well",3
"wear","certain",3
"wearing","blue",3
"wearing","white",3
"web","sites",3
"website","great",3
"website","said",3
"wedding","anniversary",3
"wednesday","april",3
"wednesday","may",3
"week","birthday",3
"week","can",3
"week","christie",3
"week","earlier",3
"week","ill",3
"week","last",3
"week","new",3
"week","really",3
"week","seeing",3
"week","thats",3
"week","think",3
"week","told",3
"week","week",3
"week","work",3
"weekend","ahead",3
"weekend","also",3
"weekend","im",3
"weekend","thanks",3
"weekend","will",3
"weeks","episode",3
"weighs","pounds",3
"weight","gain",3
"weiss","said",3
"welcome","back",3
"well","add",3
"well","anything",3
"well","back",3
"well","bad",3
"well","book",3
"well","design",3
"well","didnt",3
"well","eat",3
"well","even",3
"well","give",3
"well","guess",3
"well","heres",3
"well","hes",3
"well","hope",3
"well","ill",3
"well","known",3
"well","theyre",3
"well","today",3
"well","us",3
"well","wait",3
"well","went",3
"went","bed",3
"went","college",3
"went","home",3
"went","last",3
"went","many",3
"went","nowhere",3
"went","one",3
"went","outside",3
"wes","anderson",3
"west","bank",3
"west","can",3
"western","district",3
"wet","markets",3
"weve","always",3
"weve","come",3
"weve","ever",3
"weve","just",3
"weve","suffered",3
"weve","talked",3
"whatever","else",3
"whatever","means",3
"whats","best",3
"whats","come",3
"whats","everyone",3
"whats","head",3
"whats","important",3
"whats","matter",3
"whenever","want",3
"whether","change",3
"whether","good",3
"whether","like",3
"whether","new",3
"whether","want",3
"whipping","cream",3
"white","blue",3
"white","chocolate",3
"white","river",3
"white","wine",3
"whitney","houstons",3
"whole","city",3
"whole","post",3
"whos","going",3
"wide","array",3
"wide","variety",3
"widely","available",3
"wilcox","said",3
"will","access",3
"will","add",3
"will","another",3
"will","appeal",3
"will","arrive",3
"will","ask",3
"will","awesome",3
"will","best",3
"will","boost",3
"will","cant",3
"will","celebrate",3
"will","challenge",3
"will","chosen",3
"will","compete",3
"will","conduct",3
"will","cover",3
"will","delivered",3
"will","eventually",3
"will","feature",3
"will","finally",3
"will","fit",3
"will","focused",3
"will","forever",3
"will","gain",3
"will","glad",3
"will","going",3
"will","guide",3
"will","highlight",3
"will","hopefully",3
"will","indeed",3
"will","instead",3
"will","less",3
"will","offering",3
"will","part",3
"will","present",3
"will","prove",3
"will","push",3
"will","replaced",3
"will","reveal",3
"will","seek",3
"will","sell",3
"will","sentenced",3
"will","served",3
"will","set",3
"will","short",3
"will","shown",3
"will","sing",3
"will","smith",3
"will","solve",3
"will","speak",3
"will","spend",3
"will","stand",3
"will","surely",3
"will","taken",3
"will","taking",3
"will","tear",3
"will","test",3
"will","third",3
"will","tomorrow",3
"will","totally",3
"will","update",3
"will","watch",3
"will","welcome",3
"will","well",3
"will","write",3
"william","g",3
"willing","give",3
"wilson","said",3
"win","can",3
"win","first",3
"win","free",3
"win","game",3
"win","season",3
"win","super",3
"win","world",3
"wine","list",3
"winter","park",3
"winter","spring",3
"winter","weather",3
"winter","wonderfest",3
"wireless","internet",3
"wish","id",3
"wish","just",3
"wish","something",3
"wish","us",3
"wishful","thinking",3
"within","-",3
"within","days",3
"within","feet",3
"within","minutes",3
"within","one",3
"within","party",3
"within","political",3
"within","short",3
"within","two",3
"within","walking",3
"without","ado",3
"without","doubt",3
"without","end",3
"without","even",3
"without","feeling",3
"without","license",3
"without","love",3
"without","major",3
"without","need",3
"without","taking",3
"without","talking",3
"witness","tampering",3
"women","will",3
"women","work",3
"womens","health",3
"won","games",3
"won","national",3
"won","nearly",3
"won","second",3
"wonder","can",3
"wonder","dont",3
"wonder","like",3
"wonder","theres",3
"wonderful","wonderful",3
